Unique ID,Post,defamation,fake,hate,non-hostile,offensive
9070,"जो करना है करने के लिए तैयार हो जाओ,,ऐं हिन्दूओं इन कट्टरवाद हिजड़ों से मत डरो,,इनके खून में गद्दारी के साथ साथ,डर भी छिपा है,अगर ये डरपोक ना होते तो डर कर धर्म नहीं बदलते,, इसलिए जो भी करना है बिना झिझक और बिना डर के करो,,कोई विरोध करे तो मारो सालों को,,कानून का रंडी रोना छोड़ो,",0,0,1,0,1
9071,"'सिस्टम' की नाकामी ने मुंबई को डुबो दिया?  मुंबई में बरस रही आफ़त पर क्यों सियासत?  मुंबई की 'बेबसी' के लिये BMC नहीं मीडिया ज़िम्मेदार?  हर साल तबाही से BMC-सरकार सबक क्यों नहीं सीखती?  'भगवान भरोसे' सरकार, मुंबई में कब तक 'आफ़तकाल'?      11 AM @ZeeNews पर",0,0,0,1,0
9072,"संसद में आंख मारने वाले, शहीदों को श्रद्धान्जलि देते समय और राष्ट्रपति के भाषण के समय फोन use करने वाले #कुत्ते को भी इन सेना के Dog से अनुशासन सीखना चाहिए",0,0,0,1,0
9073,भेनचोद हिंदू है तू?? नहीं तू कटी लुल्ली वाला मुल्ला है जो हिंदू लोगों की ले रहा है,0,0,1,0,1
9074,मणिशंकर अय्यर ने जैसे संस्कार पाये होंगे जैसी उनकी शिक्षा हुई होंगी जैसा उनके घर पर आचरण होगा वैसा ही वह सार्वजनिक जीवन मे अनुसरण करते है बोलते है शायद यह #नीच वाली भाषा उनकी घरेलू बोलचाल की भाषा है। फिर भी को काँग्रेस की विदाई में उनके दिलोजान से सहयोग के लिये धन्यवाद @AmitShah,0,0,0,1,0
9075,बेगुसराय से देश द्रोही #कन्हैया_कुमार की हार ओर भोपाल से हिंदू सेरनी #प्रज्ञा_ठाकुर की जित की हार्दिक बधाई,0,0,1,0,1
9076,@Mayawati जब दलित वर्गके लॉगऑन उसे पूछने लगे तुम जवाब न दे नही पारहेहो पूरा पैसे जो तुमने कमाई तुम्हारे रिस्तेदारों में भेंटकर बाकी दलितोंको झुमला देरहेहो अब तुम्हे मुसस्लमान के लुंड पसंद आरहा है GB Road Delhi भूल गयी तू गंधी हरकते भी भूली थी,0,0,1,0,1
9077,"साध्वी प्रज्ञा के बयान पर आग बबूला होने वाला आईएएस,आईपीएस एसोसिएशन   #कमीने आजम खान के जुता साफ वाले बयान पर चुप क्यो   #शर्म करो",0,0,1,0,1
9078,"विपक्ष अगर कुछ भी मुस्लिमो के लिए योजना लाती है तो भक्त गालियाँ और मीडिया DNA, घंटी और दंगल कर करने लगती है।    मोदी के योजनाओ पे किसी कट्टरपंथी की आवाज़ नही निकली कहां है सुधीर, अंजना और चोरदाना सबके मुँह में बवासीर हो गया क्या??    आख़िर इतना दोगलापन और पक्षपात क्यो भाई साहब?",0,0,0,1,0
9079,दिल्ली में दो समुदायों को कौन लड़ाना चाहता है?  #Dangal पूरा कार्यक्रम @sardanarohit के साथ https://bit.ly/2RMI3W6 ,0,0,1,0,1
9080,दोगले कोंग्रेसी जिनकी औकात ही धर्म के नाम पर गू खाने की हैं सूअर कोंग्रेसी इतनी सफाई से मुस्लिम जिहादियों को अराजक तत्व बोल कर बात को गोलमोल कर रहे सभी ध्यान दे इस सूअर का गू खाने वाली पार्टी को पहचान ले इनकी चालाकी सब देख लो,0,0,1,0,1
9081,डेटिंग ऐप्स पर मिले लोगों पर अंधा भरोसा करना बंद करिए.,0,0,1,0,1
9082,"औकात तो एक लाल किला संभालने की नहीं है,  और  ख़्वाब 50 साल राज करने के देखते हो।  चाय-गरम,गरम-चाय     Follow करो  @mirza__786",0,0,1,0,1
9083,अंतरराष्ट्रीय योग दिवस की हार्दिक शुभकामनाएं    56 मुस्लिम देश आज योग करेंगे और हिदुस्तान के मुसलमान इस्लाम की रक्षा करेंगे    #YogaDay2019,0,0,1,0,1
9084,"दिल्ली के 7 MP इनके हैं, दिल्ली पुलिस इनकी है। केंद्र में सरकार इनकी बैठी है।  अब अगर वहाँ सुअर 'अल्लाह हू अकबर' बोलकर एक मंदिर में तोड़फोड़ करते है। कहीं मीडिया में कोई खबर नही। ये कौन सा सबका साथ, सबका विकास है ??    #मुस्लिम",0,0,1,0,1
9085,"दो साल पहले आज के दिन   दिल्ली विधानसभा में केजरीवाल सरकार के #भृष्टाचार के खिलाफ आवाज उठाने पर केजरीवाल के इशारे पर #AAP विधायकों द्वारा मेरे और जगदीप के साथ मारपीट की गई , और स्पीकर ने हमें ही एक महीने के लिए तेहाड जेल भेज दिया  @KapilMishra_IND @DrKumarVishwas @mssirsa",0,0,1,0,1
9086,ज़ुल्मी जब जब ज़ुल्म करेगा सत्ता के गलियारों से…  ज़र्रा ज़र्रा कांप उठेगा इंक़लाब के नारों से…!  @hasanfaizulkhan @ShayarSalman  #WeAreAMU  #LongliveAMU  #DemocraticAMUvsRepublicTV  #IstandwithAMU,0,0,1,0,1
9087,"So, Scott Morrison is also intolerant, communal, sanghi and fascist !!! Australian constitution and democracy is in danger !!!  ऑस्ट्रेलियाई मुसलमान दहशत में है !!!   Let's hold a candle march rally,  Chalo Osaka !!!",0,0,1,0,1
9088,इंडियन लड़की की चुदाई हिंदी मे ,0,0,0,0,1
9089,"'यदि इस्लाम मे #वन्दे_मातरम कहना हराम है, तो इस #कुत्ते का देश में भी रहना हराम है।'     ",0,0,1,0,1
9090,bhenke लौड़े अपनी मा bhena बेटी छोड़ दिया करो भेनचोद,0,0,0,0,1
9091,"दुनिया तो ख़ूबसूरत है,  लेकिन लोग मादरचोद है!!!!      #GoodMorning #ThoughtOfTheDay",0,0,0,0,1
9092,जो परेशान करें उसकी वाट लगा दो बहुत हरामी है यहाँ good job ,0,0,1,0,1
9093,"जिस देश में मंहगाई बेरोजगारी को खतरे में बताकर वोट हासिल न हो वहां हिंदु को खतरे मे बताकर सरकारें बना ली जाती हैं,,,",0,0,1,0,1
9094,सिख धर्म मानवता का रक्षक है ना कि जातिवादी मानसिकता का गुलाम!!  @RSSorg,0,0,1,0,1
9095,"सुधीन्द्र भदौरिया है जिसकी बीवी रँजना कुमारी है जो एन. जी.ओ चलाती,अँग्रेज़ी बोलती है।  राजस्थान मध्यप्रदेश के चुनावों मे पाकिस्तान के पैसे से नोटा अभियान चलाया था। नतीजा भाजपा की हार।  इस बार मोटाभाई ने रँजना के मोटा दे दिया।  कोई नोटा सुनाई दिया,भदौरिया की फूली नसे दिखाई दीँ,भडवा",0,0,1,0,1
9096,"झारखंड में एक और मॉब लिंचिंग, जादू-टोने के शक में मां-बेटी की पीट-पीटकर हत्या   #JharkhandLynching #MobLynching",0,0,1,0,1
9097,Inko to abhi ye pata hi nhi h sayad up me kya ho rha ese vaykti ko turant pad tyag dena chahiye jo itne bade pad pr betgkar bhi kuch nhi kr sakta,0,0,1,0,1
9098,जिस धर्म में सब हराम है सोचो उसको बनाने वाला कितना हरामी होगा।  #ZairaWaseem,0,0,1,0,1
9099,मैंने चुनाव से पहले बार बार कहा था कि प्रमोशन में रिज़र्वेशन बिल पर अखिलेश यादव को अपना रुख स्पष्ट करना चाहिए तब आप चुप रही अब जब चुनाव हार गए तो अब आपको प्रमोशन में रिज़र्वेशन बिल याद आ रहा है बहुजन समाज अब आपके #Mayawati बहकावे में नही आने वाला है।,0,0,1,0,1
9100,प.बंगाल में CM ममता बनर्जी की मज़किया तस्वीर पोस्ट करने के लिए गिरफ्तार हुई BJP कार्यकर्ता प्रियंका शर्मा के भाई ने अवमानना याचिका दाखिल की। कहा- SC से तुरंत रिहाई का आदेश मिलने के बावजूद 2 दिन बाद रिहा किया गया था। SC ने राज्य सरकार को नोटिस जारी कर 4 हफ्ते में जवाब देने को कहा,0,0,1,0,1
9101,बन्द करो ये बेशर्मो वाला तमाशा कोई कहता है भगवा की वजह से हारी टीम इंडिया तो कोई कहता है पाकिस्तान की वजह से हरी।    ये जो बातें कर रहे है ये किसी अनपढ़ गवार से कम नही है इन्हें सिर्फ़ अपनी-अपनी बातें रखनी है विरोध के लिए।    हमारे देश की टीम अपने घटिया खेल से हरी है और कुछ नही।,0,0,1,0,1
9102,"सभी साथियों से विनती पूर्वक कहता हु की 15%मुस्लिम आबादी वाले ,,औरंगाबाद से इम्तियाज ज़लील AIMIM के।टिकट से जीत सकते है तो 42%मुस्लिम आबादी वाले बहराइच से क्यो नही------?  @shaukat_aimim @imtiaz_jaleel @asadowaisi",0,0,1,0,1
9103,"महिला सशक्तिकरण के लिए कांग्रेस को कई बड़े मौके मिले, लेकिन हर बार वो चूक गए।    1950 के दायरे में Uniform Civil Code पर बहस के दौरान वे पहला मौका चूके।    इसके 35 साल बाद शाह बानो केस के दौरान एक और मौका गंवाया।    अब तीन तलाक बिल के रूप में इनके पास एक और मौका है: पीएम #PMInLokSabha",0,0,1,0,1
9104,"रमाकांत,उमाकांत,अतीक अहमद,DP यादव,ददुआ,बालकुमार पटेल,भालचंद्र,मुख्तार अंसारी,शहाबुद्दीन,राजूपाल,ओमप्रकाश पासवान,जवाहर सिंह,फूलन देवी,सूरजपाल  जैसे लोग गुंडे,माफिया नही हैं/थे  ये सामंती व्यवस्था के खिलाफअस्तित्व की लडाई लडते योद्धा हैं जो मनुवादी मीडिया के दुष्प्रचार का शिकार हुए।",0,0,1,0,1
9105,Punjab में भड़वा कांग्रेस की हुकूमत है।यह पार्टी आस्तीन की सांप है।यही वजह है कि पूरे भारत से कांग्रेस का सुफड़ा साफ हो रहा है।  @Aneela_7 @aapvin @EvmAnti @AacharyaSahiiL @abhibajpai09 @alamgirizvi,0,0,1,0,1
9106,"ये लोकतंत्र की ही ताकत हैदुनिया को नतमस्तक कराने वाले महाराजा ,राजाभी लोकतंत्र के सामने आज नतमस्तक है?जिनको अपनो ने ही क्लीन बोल्ड कर दिया?",0,0,0,1,0
9107,"' जिन ' नहीं वो निहायत ही मादरचोद किस्म की सुअर प्रजाति के लोग हैं,  जिनका DNA तेरे जैसे लोगों से मिलता-जुलता है ।",0,0,0,0,1
9108,"हलाला की औलाद मुताह के बीज सुअर, चल अभी निकल",0,0,1,0,1
9109,मोदी मीडिया अपने देशके प्रधानमंत्री की चाटती है ठीक है तु तो अपनी मरवाने पाकिस्तान के प्रधानमंत्री के निचे सोजाता है खबीस कुमार दल्ले हरामी,0,0,1,0,1
9110,देश में इतनी मोब्लिंचिग हो गई उसके लिए तो आपने इतनी जल्दी इंसाफ़ की मांग नही की  मग़र अब बात बहुसंख्यक की है तो रंडी रोना रो रहे हों  अबकी जन्म में तो इंसान बन गया है पर अगले जन्म में नाली का कीड़ा बनेगा,0,0,0,0,1
9111,इन सालों की गांड पर लात मार के बाहर कर देना चाहिए ' हट मादरचोद रास्ता जाम किये बैठा है ',0,0,0,0,1
9112,मादरचोद मुल्ले तेरी माँ का भोसड़ा ....लुंड के टोपे ....मादरचोद जब आतंकवाद का धर्म बताने में तुम्हारी गांड फटती है बेनचोद और यहा अपराधियो का धर्म बताता फिर रहा है...मादरचोद है ही तू ...,0,0,0,0,1
9113,"Emotional moment for me personally to see plight of Valmiki Community in Jammu & Kashmir being discussed in parliament. Most discriminated. As per Article 35A, Valmiki Community in Kashmir can only be 'Safai Karamcharis'. No other Govt job. Imagine the mindset of ruling elite.",0,0,1,0,1
9114,मैरी हिन्दी ठीक नहीं हैं #सोनिया_बाई.  मैरी हिन्दी ठीक नहीं है #पप्पू_पगलैट.  मैरी हिन्दी ठीक नहीं हैं #प्रियंका_वाड्रा.  मैरी हिन्दी ठीक नहीं हैं #मणिशंकर_अय्यर.  मैरी  हिन्दी ठीक नहीं हैं #शशी_थरूर.  मैरी हिन्दी ठीक नहीं हैं #अधीर_रंजन_चौधरी    उर्दू ठीक है तो पाकिस्तान जाव . भोसडीके,0,0,1,0,1
9115,इनकी मानसिक स्थिति ठिक है का जायजा लेना चाहिए डिबेट मे। कहीं यह वकील हिन्दू फोबिया से पिड़ित तो नहीं?  #हिन्दी_शब्द #Viral_SMS,0,0,1,0,1
9116,"चलो जो थोड़ा बहुत पढ़ें लिखे हैं वो तो कर सकते हैं लेकिन जो इन सब चीजों से अंजान है उनके लिए क्या?  Policing morality and humanities पे बल दिजीए आख़िर ऐसी कौन सी नौबत आन पड़ती है कि अपराध दुराचार ज्ञात होने के बावजूद भी पुलिस FIR नहीं लिखती, मामले को रफा-दफा या सुलह कराने लगती है",0,0,1,0,1
9117,सुअर की औलाद गटर के किड़े साला हलाला की पैदाइश तुझे तेरे बाप का नही पता कि कौन तेरा बाप है और शाही इमाम बना फिर रहा है  हरामी पहले लाईट का बील तो भर सुअर की औलाद तेरा खुदा हराम का स्वीकार करता है क्या,0,0,0,0,1
9118,माननीय राष्ट्रीय अध्यक्ष जी मैं आपसे निवेदन करता हूं कि अब जमीनी संघर्ष का समय आ चुका है हमको जमीनी स्तर पर संघर्ष करना होगा और कार्यकर्ताओं कि दिल की बात भी सुनी होगी मैं समाजवादी पार्टी का छोटा सा सिपाही हूं समाजवादी पार्टी के कार्यकर्ता आप की ओर आशामाननीय राष्ट्रीय अध्यक्ष जी मैं आपसे निवेदन करता हूं कि अब जमीनी संघर्ष का समय आ चुका है हमको जमीनी स्तर पर संघर्ष करना होगा और कार्यकर्ताओं कि दिल की बात भी सुनी होगी मैं समाजवादी पार्टी का छोटा सा सिपाही हूं समाजवादी पार्टी के कार्यकर्ता आप की ओर आशा…,0,0,1,0,1
9119,"बेटा दुआ कर तू आस पास नहीं है, नहीं हो तेरे मुँह और गांड दोनों में डंडा घुसेड़ के तरबेज बना देता।",0,0,0,0,1
9120,"@asadowaisi जायरा वसीम ने कहा 'इस्लाम में अभिनय हराम'है  तो क्या मीनाकुमारी, मधुबाला सायराबानों, शबानाआजमी, सलमान, शाहरुख सब  हरामी हैं ?इस पर ओवेसी साहब आप का क्या कहना है।",0,0,1,0,1
9121,भड़वा  दलाल  हरामखोर  तलवा चाटु  सूवर  हरामी  लिखे गऐ सारे शब्द इस पतलकार पर 100 प्रतिशत फिट बैठते है,0,0,0,0,1
9122,"भोसड़ी के बकवास मत चोदो वो मादरचोद 300 से 400मुल्लों हमारे मंदिर को तोड़ देते हैं,     और तुम सालों 700 से 800 होने के बाद भी मंदिर के नुकसान का हिसाब कर रहे हो.    अगर तुम सालों के बस की नहीं है  तो मेरी थोड़ी सी मदद करो फिर मेैं लाईव दिखायेगा तुम लोगों को की हिसाब कैसे होता है.! ",0,0,0,0,1
9123,सुबह से शाम तक हिंदू मुसलमान कर नफ़रत फैलाने वाला @ippatel कल तक #Shami के बारे में क्या राय रखता था!   क्या ये बेशर्म माफ़ी मांगेगा ?,0,0,1,0,1
9124,"Sir, एक वात वाताओ, जो लोग #BJP मे होते हे ओ लोग ईतना #नीच सोच किऊ होते हे???? Pl ans.....",0,0,1,0,1
9125,लगता है उसकी रगो में रिफ्यूजी पख्तूनों का खून बह है पठानों की जगह ....?,0,0,1,0,1
9126,ओर बुद्ध की पूजा हम भी करते क्योंकि 2500 साल पुरानी बात थी पर कहां मार गए हमारे सूअर पोंगा या नल्ले जिनको बहुत वर्तमान ओर भविष्य की पूरी जानकारी थी,0,0,1,0,1
9127,विनाशकाले विपरित बुद्धि।।    बेमौत मरेंगे हरामी सब के सब...,0,0,0,0,1
9128,इस दुष्ट को अपने नाम में सीता-राम लगाने का कोई अधिकार नहीं है। #नीच,0,0,1,0,1
9129,हमे अपना नारा लगवाने के लिए किसी को मारने की जरूरत नहीं !    बोलो इस्लाम के चाहने वालों     नारा ए तकबीर....,0,0,1,0,1
9130,यें लोग भारत को कभी आगे नहीं बढ़ने देंगे ।। #कमीने,0,0,1,0,1
9131,"आर्टिकल 15 मूवी देखकर तो हमारा इरादा और भी बुलन्द हो गया अब हम कभी भी बहुजन समाज पार्टी का साथ नही छोडेंगे   बहन जी जिन्दाबाद,,,  @Mayawati @Anjupra7743",0,0,1,0,1
9132,अभिसार सर एक भड़वा है जो जहाँ रोटी मिल जाये वहां दुम हिलाते हुए पहुंचता हौ,0,0,1,0,1
9133,ऐसी घटिया मानसिकता वाला भड़वा हमे धमकी देता है हिन्दुस्तान मे तबाही मचा देगे औकात है तो सामने आ जाओ हम भी तैयार है लेकिन यह भोंकना सोभा नही देता है गुजरात गोधरा याद रखना हिन्दूओ को ललकारने की कोशिश कभी मत करना,0,0,0,0,1
9134,गेंदबाज मोहम्मद शमी को फेंकना मैने सिखाया है क्योंकि फेंक फेंक कर जब मैने सत्ता हासिल कर ली तो मैच फिर क्या चीज है -- चोकीदार,0,0,0,1,0
9135,"बैंक का 50 हजार लेकर एक गरीब  किसान नेपाल फरार , BJP ले आई इसे भारत वापस   विजयमालिया ललितमोदी ने BJP के इस कदम की तारीफ की है,",0,0,1,0,1
9136,आपने सुना है कि किसी सूअर को खाना हजम हो जाए सूअर को कितना ही खाना खिला दो वह खाएगा तो गू,0,0,0,0,1
9137,"दादा तो खानदानी रईस है , तेरी मां और बहन आई थी । दादा और मुझ से बोली  २०० दे दो चुस दुंगी ,चुदवा भी लूंगी यहां तक की गांड़ भी मरवाऊगी।  बस २०० रूपए दे दो वर्ना मेरे बेटे की बीवी पूरे मोहल्ले में चुदवाती फिरेगी । टाप क्लास की रंडी है",0,0,0,0,1
9138,"कि मम्मी को हिंदी का “कपूत” ही भाया। पिता जी के अनुसार 'एम्प्टी ब्रेन' नही बल्कि दिमाग में गोबर भरा है। जो की एम्प्टी ब्रेन से कहीं ज्यादा तिकड़मी है।     बास्टर्ड, इडियट, डफर समझ नहीं आता और तो कोई चूतिया भर बोल दे तो सीधे दिल छलनी हो जाता है और वो भोसड़ीके तो ख़ैर हईये है।",0,0,0,0,1
9139,"जायरा वसीम ने कहा..    'इस्लाम में अभिनय हराम' है...    तो क्या मीनाकुमारी, मधुबाला  सायराबानों, शबानाआजमी, सलमान, शाहरुख सब   हरामी हैं?",0,0,0,1,0
9140,अरे sir जी 2-5 लाख भी बहुत ज़्यादा है एक कमरे की रेनोवेशन के लिए। फर्श पे इटालियन मार्बल लगा रहा है क्या। केजरीवाल जैसा हरामी और corrupt कोई नहीं।  इसने तो corruption में सबको पीछे छोड़ दिया।,0,0,1,0,1
9141,"हरामी लोगों के लिए मजहब में सब हराम है, जिसे मेहनत करनी है उसके लिए सब सही काम है।",0,0,0,1,0
9142,"पहले गाये के नाम पर चंदा वसूला   फिर गाये के नाम पर सत्ता हासिल   फिर गाये के नाम पर जुल्म.   ये देखो फर्जी गोरक्षकों की औकात   गाये कौ माता कहने वालों ने क्या कानून बनाया है , हिंदुओं के साथ साथ गाये के साथ भी धोखा",0,0,0,1,0
9143,एक ज्ञान की बात बता रहा हूँ नोट करलो    जो भोसडिके तानपुरा और एकतारा का फ़र्क़ नहि समझते वोह चुतिये अक्शर दिमाग़ का गिटार बजा देते है ,0,0,0,0,1
9144,Me: पाकिस्तान से जीत गए अपने लिए तो वही वर्ल्ड कप था     Also me : अरे मादरचोद भेनचोद अफगानिस्तान से हारोगे क्या ,0,0,0,0,1
9145,"@Republic_Bharat अगर यही घटना जामा मस्जिद में हुई होती तो क्या दिल्ली पुलिस ऐसे ही चुप रहती? सेक्युलर चूड़ी बिंदी गैंग, टुकड़े टुकड़े गैंग सब चुप हैं @Javedakhtarjadu का डर ख़त्म हो गया? सूअर मुस्लिम अब डरा नही हैं तालिबानी हो गया हैं,  धर्म जिहाद, लव्ह जिहाद सब चालू हो गया हैं",0,0,1,0,1
9146,"पहले मेरे मन में गालिया जैसे कुत्ता सूअर दल्ला , भड़वा , हरामी जैसे शब्द नहीं आते थे लेकिन जब सुशांत सिन्हा की पत्रकारिता देखीं लिस्ट में काफी  शब्दों की कमी लगती है",0,0,1,0,1
9147,हम मोदी भक्त है इसलिए गलत को गलत कहेंगे।    बाप कैलाश विजयवर्गीय ने इंदौर के महापौर रहते हुए तत्कालीन एसपी प्रमोद फड़नीकर को जूता मारा था अब उसके बेटे विधायक आकाश विजयवर्गीय ने नगर निगम के अधिकारी को बैट से पिटा जो अब ICU में भर्ती है।  भाजपा के नेता ऐसी हरकतों से दूर रहे।,0,0,0,1,0
9148,#TempleTerrorAttack म्हारी छोरी क्या जिहादियों से कम है।  :- सुअर। ,0,0,1,0,1
9149,तुम बेवफ़ा होती रही और भेनचोद शराब जाम-दर-जाम फ़ना होती रही...,0,0,0,0,1
9150,"मियां परवेज मुशर्रफ एड्स के शिकार,     HIV+ है    तिल तिल कर मर #कमीने",0,0,1,0,1
9151,#कमीने मेरे बगैर सब आनंद ले रहे है..!  #गजब_करते_हो_यार ....!    #हिंदी_शब्द   #Nikk0777,0,0,0,0,1
9152,"200 इस्लामिक आतंकवादियों ने मंदिर पर हमला किया मुर्तियो को तोड़ा , हरामियों आपसी झगड़े में  मंदीर पर हमला क्यो किया,फिर केस कमजोर करने के लिए एक नाबालिग को आगे कर दिया,अब सुवर शांति का नाटक कर रहे हैं,हरामी पतलकार एक मस्जिद तोड़ा गया होता तो तु और तेरी बेगम नंगी नाच रही होती",0,0,1,0,1
9153,अरे सुअर पानी पर ज्ञान पेल रहा है हरामी उस दिल्ली की घटना के ऊपर कुछ नहीं लिखेगा जिन्होंने अल्लाह हु अकबर के नारे लगा कर मंदिर को और उसमें रखी हुई मूर्तियों को तोड़ डाला तेरे प्यारे जिहादियों ने MC ,0,0,1,0,1
9154,"आखिर क्यों तुम्हारे जैसा भड़वा ,दल्ला ,मक्कार चिरकुट चीलर हरामखोर पक्षपाती -दिल्ली के मंदिर पर हुए हमले को देखने मे असमर्थ है,,क्या मुस्लिम परस्ती ही पत्रकारिता है,, बोल कमीने",0,0,1,0,1
9155,"#TempleTerrorAttack #TempleDestroyed #ChandniChowk कौन कहता है के इस देश में मुसलमान डर के साये में है, वेस्ट बंगाल और दिल्ली में जा कर देख लो जहाँ आपको कश्मीर का अलगाववाद, आतंकवाद, पत्थरबाज, कठमुल्लावाद, इस्लामीकरण और देशद्रोहिता सब नज़र आ जायेगी...",0,0,1,0,1
9156,तुम किसी झोंपड़ी में रास्ते चलते कि पैदावार हो   ऐसा इतिहास तो तुम्हारा तब से है जब से तुम्हारा धर्म शुरू हुआ था समझे   सुअर साला,0,0,1,0,1
9157,झारखंड के मुस्लिम चोर की बीबी को सरकारी नौकरी और 5 लाख रुपये    AAP तो कहते थे नौकरी देने की ताकत ही नहीं AAP के पास?    एक चपरासी भी नहीं रख सकते    मुस्लिम तुष्टिकरण और झूठ का इतना गंदा खेल,0,0,0,1,0
9158,"राजस्थान पुलिस ने दो साल पहले #Lynching में मारे जा चुके पहलू खान के खिलाफ अब चार्जशीट दाखिल की है,     वाह रे राजस्थान पुलिस ",0,0,0,1,0
9159,Aapke rajya me to ye bhut chintit rahte the ..Ab kuch inko yaad aata hi nhi ye bhi governer hai,0,0,0,1,0
9160,Kya Akaless ji post to aap ayse kar rage ho jaise aap ne apne 5 salo me kafi teer mare hoKuch to saram karo,0,0,0,1,0
9161,धारा 370 हटने के बाद इन मुफ्ती और अब्दुल्ला एंड कंपनी की दुकान बन्द हो जाएगी जो दशकों से चली आ रही है और इनकी बौखलाहट इनकी जुबान से छलक रही है इन दोनों कुनबों ने अपनी दुकान चलाए रखने के लिए जाने कितने कश्मीरियों को मौत की भेंट चढ़ा दिया  @KapilMishra_IND जी आपके हर एक शब्द से सहमत,0,0,0,1,0
9162,"पलायन को प्रशासनिक अफसर समझ रहे हैं, मगर अपनी गर्दन फंसती देख मुद्दे से लोगों को भटका रहे हैं।    हिंदुओं द्वारा लगातार की गई शिकायतों के बावजूद पुलिस द्वारा जिहादियों पर कार्यवाही नहीं की गई।     @adgzonemeerut प्रशांत कुमार अपनी फजीयत बचाने के लिए मुद्दे को दबा रहे हैं।  @dgpup",0,0,0,1,0
9163,मै आम इंसान हूँ और मै शपथ लेती हूँ कि कट्टरवादी चाहे मुझे कितनी भी गालियां दे मे किसी को गाली नहीं दूंगी    लेकिन दलाल मीडिया को नही छोड़ने वाली  उन को तब तक जलील करती रहूँगी    जब तक उन्हे गुलामी से आजादी नही दिला देती आप लोगों का साथ चाहिए बस चाहे मुझे किसी भी हद तक जाना पड़े     RT,0,0,0,1,0
9164,"सांप तो अपना काम पूरी ईमानदारी से करता है, काट ता है, लेकिन ये तो सूअर हैं, कुछ अच्छा खाने को देंगे तो भी टट्टी में ही मुँह मारेगा, इनकी तरह",0,0,0,1,0
9165,"सर जी, #इलेक्शन के दौरान सारे #विरोधियो की एक ही हालत थी '#हाथी चले बजार, #कुत्ते भौंके हजार' #मोदी सर की दहाड़ के आगे #कुत्तों का #भौंकना किसी को सुनाई ही नहीं दिया     #ModiAaRahaHai    @BJP4India @PMOIndia @AmitShah     #जय_श्री_राम   #जयहिन्द   #वन्दे_मातरम   #भारत_माता_की_जय ",0,0,0,1,0
9166,"अकबर,बाबर, की लुट की कमाई रंडी की चुदाई में चलि गई !",0,0,1,0,1
9167,वो नाम और नारा भी तो बोल दो जो भोक-भोंककर वो जिहादी सुअर पत्थर बाजी कर रहे थे।,0,0,1,0,1
9168,लुंड लेले मेरा 7 सीटो पर तु बहनचोद,0,0,0,0,1
9169,दिल्ली में धार्मिक स्थल पर हमले होते रहे कहां थी पुलिस?  #Krantikari पूरा कार्यक्रम https://bit.ly/2KSx0Kw   (@MinakshiKandwal),0,0,0,1,0
9170,"Mirzapur,  Dara hua Musalman Mob Lynched a Hindu Man who was on his way to the Bhandari Temple for Devi Dharshan  The hate crimes against Majority Hindus NVR get highlighted!  They are facing discrimination from govts, media, judiciary..  @PMOIndia @HMOIndia",0,0,0,1,0
9171,"आकाश विजयवर्गीय 'बैटकांड': पीएम मोदी सख्त, कहा- घमंड स्वीकार नहीं, एक MLA कम होगा तो क्या हो जाएगा?  #AkashVijayvargiya   https://abpnews.abplive.in/india-news/arrogance-misbehaviour-cant-be-tolerated-says-pm-narendra-modi-on-bjp-mla-akash-vijayvargiya-1158847 …",0,0,0,1,0
9172,एक छोटी सी बच्ची गली में 4-5 कुत्तों को देखकर डर गई   कुत्ते बोले निकल जाओ बेटी हम कुत्ते हैं   #नीच धर्म के नही  #Justicefor twinkle,0,0,0,1,0
9173,"मुगलो को गाली देते हो गौडसे की पूजा करते हो अंबेडकर की मूर्ती तोड़ते हो   जबकि देश के लिये तुम्हारा योगदान कुछ नही है,,,",0,0,0,1,0
9174,"राममंदिर और गौरक्षा के नाम वसूले चंदे का पाई पाई हिसाब दो पहले फिर मै मान लूंगा तबरेज चोर था,,,  @ziddy_zoya",0,0,0,1,0
9175,सोनिया गांधी ने मोदी सरकार पर किया हमला,0,0,0,1,0
9176,"What does it mean, when in India,  hindu community is having this kind of treatment. You can easily target hindu. You can beat them. No perticular media will raise a single question over it. और मुसलमान बोलते हैं कि भारत में इन्हे डर लगता है। #NoOneForHindu",0,0,0,1,0
9177,फिर भी ये आतंकी नही हैं।  क्यों कि ये नफरत के पुजारी तो सेक्युलर कहलाते है।  अगर इसी में कोई सनक जाए एक आध ब्लास्ट ही कर दे फिर रंडी रोना आतंकवाद के नाम का होगा  सारे एक साथ श्री राम के पास   लेकिन हरामी अपनी करतूत नही देखते ,0,0,1,0,1
9178,चंद्रशेखर आज़ाद आनंद भवन से नेहरू से मिलके निकले।  कुछ ही देर मैं अल्फ्रेड पार्क मैं पुलिस उनके ऊपर हमला कर देती है।    वो वीरगति प्राप्त कर लेते है।    क्या यह बहुत बड़ी साजिश नही थी ठरकी की।    फॉलो करे @Nationfirst0012,0,0,0,1,0
